driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
D00348,Mandla Sithole,25,12.0,Code 10,Permanent,North West,3.29
D00349,Bongani Ngcobo,39,24.0,Code 14,Contract,North West,4.74
D00350,Mpho Mokoena,42,26.0,Code 14,Permanent,North West,
D00351,Mandla Nkosi,56,29.0,Code 14,Permanent,Mpumalanga,4.42
D00352,Amanda Adams,40,12.0,Code 8,Permanent,North West,3.85
D00353,Zanele Van Wyk,62,27.0,Code 10,Permanent,Eastern Cape,3.6
D00354,Thabo Williams,27,3.0,Code 10,Permanent,North West,4.34
D00355,Precious Zulu,23,11.0,Code 8,Permanent,Free State,3.98
D00356,Precious Khumalo,21,8.0,Code 8,Contract,North West,3.68
D00357,Sipho Khumalo,36,28.0,Code 14,Permanent,Gauteng,2.81
D00358,Themba Sithole,29,18.0,Code 10,Permanent,KwaZulu-Natal,4.47
D00359,Karabo Mabena,25,11.0,Code 10,Permanent,Gauteng,4.11
D00360,Sipho Maseko,31,4.0,Code 8,Permanent,Eastern Cape,3.38
D00361,Kagiso Maseko,63,24.0,Code 10,Contract,North West,4.63
D00362,Sipho Dlamini,56,20.0,Code 8,Permanent,Gauteng,3.97
D00363,Kagiso Jacobs,21,26.0,Code 8,Contract,Mpumalanga,3.98
D00364,Sibusiso Zulu,61,13.0,Code 10,Contract,North West,4.42
D00365,Thabo Mokoena,30,4.0,Code 8,Permanent,Mpumalanga,4.27
D00366,Mandla Mkhize,38,10.0,Code 14,Permanent,Limpopo,4.01
D00367,Nomsa Dlamini,35,19.0,Code 10,Permanent,Gauteng,3.67
D00368,Precious Mahlangu,38,7.0,code 8,Contract,Limpopo,5.0
D00369,Nomsa Mkhize,54,2.0,Code 8,Permanent,KwaZulu-Natal,3.29
D00370,Amanda Nkosi,52,25.0,Code 10,Permanent,KwaZulu-Natal,4.32
D00371,Kagiso Naidoo,47,16.0,Code 8,Permanent,North West,3.74
D00372,Karabo Cele,48,12.0,Code 8,Permanent,Limpopo,4.12
D00373,Sibusiso Botha,53,17.0,Code 10,Permanent,Northern Cape,4.66
D00374,Zanele Mokoena,29,22.0,Code 8,Permanent,Free State,3.58
D00375,Themba Ndlovu,38,0.0,Code 10,Permanent,Eastern Cape,4.22
D00376,Tshepo Mabena,25,13.0,Code 10,Permanent,Northern Cape,3.99
D00377,Karabo Nkosi,51,7.0,Code 8,Contract,Limpopo,3.35
D00378,Thabo Jacobs,40,2.0,Code 14,Contract,North West,4.68
D00379,Busisiwe Mthembu,49,1.0,Code 10,Permanent,Western Cape,4.3
D00380,Sipho Mkhize,45,13.0,Code 10,Contract,Free State,3.5
D00381,Mpho Moyo,33,16.0,Code 8,Contract,North West,4.57
D00382,Karabo Mthembu,27,15.0,Code 10,Permanent,North West,3.22
D00383,Mpho Zulu,63,24.0,Code 8,Contract,Mpumalanga,3.78
D00384,Tshepo Van Wyk,33,14.0,Code 10,Contract,Gauteng,3.5
D00385,Zanele Mabena,25,18.0,Code 8,Permanent,Free State,4.33
D00386,Ayanda Mokoena,34,25.0,Code 14,Permanent,Western Cape,3.46
D00387,Lwazi Molefe,60,20.0,Code 8,Permanent,North West,4.33
D00388,Bongani Williams,32,28.0,Code 14,Permanent,Limpopo,4.22
D00389,Tshepo Van Wyk,64,6.0,Code 14,Contract,Gauteng,3.54
D00390,Themba Mahlangu,41,24.0,Code 10,Permanent,Mpumalanga,5.0
D00391,Amanda Cele,58,21.0,Code 8,Permanent,Mpumalanga,3.28
D00392,Siyabonga Williams,49,18.0,Code 10,Contract,Western Cape,2.81
D00393,Tshepo Mokoena,22,0.0,Code 14,Permanent,Western Cape,4.4
D00394,Themba Mokoena,43,16.0,Code 10,Permanent,Gauteng,2.3
D00395,Mpho Williams,39,26.0,CODE 10,Contract,Western Cape,4.84
D00396,Sibusiso Mokoena,29,19.0,Code 8,Permanent,Free State,3.87
D00397,Sipho Williams,45,0.0,Code 14,Permanent,North West,2.8
D00398,Nandi Cele,25,8.0,Code 8,Permanent,Western Cape,3.14
D00399,Amanda Moyo,51,17.0,Code 8,Contract,Limpopo,2.66
D00400,Sibusiso Dlamini,57,25.0,Code 8,Permanent,Eastern Cape,4.07
D00401,Sipho Modise,25,13.0,Code 10,Permanent,North West,2.87
D00402,Busisiwe Molefe,42,26.0,Code 14,Permanent,Free State,4.15
D00403,Mandla Dlamini,49,24.0,Code 14,Contract,Mpumalanga,3.59
D00404,Siyabonga Adams,23,8.0,Code 8,Permanent,Northern Cape,3.47
D00405,Mpho Mabena,38,6.0,Code 10,Permanent,Gauteng,4.16
D00406,Zanele Van Wyk,32,27.0,Code 14,Contract,KwaZulu-Natal,4.24
D00407,Bongani Mthembu,22,18.0,Code 10,Contract,KwaZulu-Natal,4.6
D00408,Ayanda Ndlovu,56,26.0,Code 8,Permanent,Gauteng,3.36
D00409,Mpho Mkhize,24,29,Code 10,Permanent,Limpopo,3.78
D00410,Ayanda Maseko,54,13.0,Code 10,Permanent,Western Cape,3.36
D00411,Mandla Sithole,46,1.0,Code 14,Permanent,Eastern Cape,3.91
D00412,Kagiso Botha,59,28.0,Code 10,Permanent,Gauteng,3.26
D00413,Karabo Maseko,64,18.0,CODE 8,Contract,Limpopo,3.5
D00414,Karabo Van Wyk,47,3.0,Code 10,Permanent,Mpumalanga,3.51
D00415,Mandla Mabena,36,16.0,Code 8,Contract,Free State,4.01
D00416,Sipho Jacobs,39,0.0,Code 14,Permanent,Free State,3.8
D00417,Siyabonga Mabena,57,8.0,Code 10,Contract,Free State,4.15
D00418,Lerato Jacobs,39,10.0,Code 8,Permanent,Gauteng,3.73
D00419,Zanele Mkhize,43,14.0,Code 10,Permanent,Eastern Cape,3.39
D00420,Precious Mabena,29,17.0,Code 8,Permanent,Northern Cape,3.93
D00421,Nandi Ngcobo,64,26.0,Code 8,Permanent,Western Cape,3.16
D00422,Sipho Pillay,49,10.0,Code 10,Permanent,North West,4.2
D00423,Nomsa Williams,35,22.0,Code 14,Permanent,Gauteng,3.6
D00424,Karabo Modise,46,29.0,Code 14,Contract,Gauteng,3.94
D00425,Lwazi Naidoo,38,23.0,Code 10,Permanent,KwaZulu-Natal,
D00426,Lwazi Mthembu,27,7.0,Code 8,Permanent,KwaZulu-Natal,4.92
D00427,Amanda Naidoo,59,21.0,Code 10,Permanent,KwaZulu-Natal,4.07
D00428,Sipho Zulu,59,8.0,Code 10,Contract,North West,3.85
D00429,Amanda Dlamini,57,14.0,Code 8,Permanent,Northern Cape,3.32
D00430,Amanda Ndlovu,37,19.0,Code 14,Permanent,Mpumalanga,
D00431,Precious Naidoo,32,9.0,Code 14,Permanent,Gauteng,3.61
D00432,Nomsa Modise,23,0.0,Code 8,Permanent,Northern Cape,2.73
D00433,Nomsa Mabena,53,25.0,Code 14,Permanent,North West,3.66
D00434,Mpho Ngcobo,35,22.0,Code 10,Permanent,Western Cape,3.93
D00435,Precious Mthembu,60,3.0,Code 8,Permanent,Eastern Cape,3.23
D00436,Nomsa Jacobs,59,11.0,Code 10,Contract,Mpumalanga,3.72
D00437,Zanele Ndlovu,26,8.0,Code 8,Permanent,Western Cape,3.75
D00438,Sipho Van Wyk,61,30.0,Code 8,Permanent,Western Cape,3.76
D00439,Bongani Botha,27,29.0,Code 14,Permanent,Limpopo,4.66
D00440,Thabo Moyo,42,21.0,Code 10,Contract,Eastern Cape,2.88
D00441,Kagiso Nkosi,41,13.0,Code 8,Permanent,Eastern Cape,5.0
D00442,Lerato Khumalo,63,1.0,Code 10,Permanent,Mpumalanga,3.78
D00443,Nomsa Zulu,49,7.0,Code 14,Contract,Free State,4.21
D00444,Nomsa Botha,59,2.0,Code 10,Permanent,Mpumalanga,3.89
D00445,Karabo Molefe,47,24.0,Code 14,Permanent,Gauteng,2.59
D00446,Lerato Maseko,57,2.0,Code 14,Permanent,Western Cape,3.06
D00447,Sibusiso Khumalo,58,21.0,Code 8,Permanent,KwaZulu-Natal,3.43
D00448,Precious Ndlovu,58,29.0,Code 10,Permanent,Gauteng,4.5
D00449,Bongani Molefe,39,9.0,Code 10,Permanent,KwaZulu-Natal,2.83
D00450,Busisiwe Williams,37,21.0,Code 14,Permanent,North West,3.2
D00451,Karabo Naidoo,64,27.0,Code 10,Permanent,Gauteng,3.92
D00452,Nandi Mahlangu,54,13.0,Code 8,Contract,Gauteng,4.13
D00453,Karabo Pillay,61,13.0,Code 8,Permanent,Gauteng,4.11
D00454,Lwazi Pillay,46,6.0,Code 10,Contract,KwaZulu-Natal,3.11
D00455,Mandla Mkhize,61,13.0,Code 14,Permanent,Gauteng,2.68
D00456,Bongani Mabena,52,27.0,Code 14,Contract,Gauteng,4.18
D00457,Kagiso Mthembu,26,39,Code 10,Contract,Limpopo,4.8
D00458,Siyabonga Nkosi,28,6.0,Code 8,Permanent,Gauteng,3.56
D00459,Tshepo Mabena,45,16.0,Code 8,Permanent,Gauteng,3.0
D00460,Siyabonga Khumalo,53,21.0,Code 14,Permanent,North West,3.5
D00461,Bongani Cele,54,2.0,Code 10,Permanent,Western Cape,4.08
D00462,Thabo Mthembu,63,23.0,Code 14,Permanent,Western Cape,3.64
D00463,Zanele Williams,35,6.0,Code 8,Contract,Western Cape,4.79
D00464,Nomsa Mthembu,34,9.0,Code 10,Permanent,Free State,4.45
D00465,Siyabonga Mthembu,63,12.0,Code 14,Permanent,Mpumalanga,3.93
D00466,Ayanda Pillay,64,15.0,Code 8,Permanent,Mpumalanga,2.43
D00467,Ayanda Molefe,28,28.0,Code 8,Permanent,Mpumalanga,3.32
D00468,Ayanda Mahlangu,37,6.0,Code 10,Permanent,Western Cape,3.42
D00469,Themba Zulu,62,7.0,Code 10,Permanent,Eastern Cape,3.28
D00470,Precious Molefe,29,11.0,Code 14,Contract,Limpopo,3.93
D00471,Amanda Williams,55,26.0,Code 14,Permanent,Mpumalanga,3.95
D00472,Sibusiso Jacobs,25,29.0,Code 10,Permanent,Eastern Cape,2.63
D00473,Mpho Molefe,28,14.0,Code 8,Permanent,North West,4.36
D00474,Thabo Jacobs,55,21.0,Code 10,Permanent,North West,3.81
D00475,Thabo Adams,47,28.0,Code 14,Permanent,Mpumalanga,4.05
D00476,Nandi Mabena,45,26.0,Code 10,Permanent,North West,4.32
D00477,Amanda Mkhize,58,21.0,Code 14,Permanent,Northern Cape,3.26
D00478,Bongani Modise,34,16.0,Code 10,Contract,North West,4.68
D00479,Siyabonga Ngcobo,43,30.0,Code 8,Permanent,Limpopo,3.7
D00480,Sipho Sithole,47,7.0,Code 10,Permanent,Eastern Cape,4.86
D00481,Lerato Mabena,53,11.0,Code 10,Contract,Eastern Cape,
D00482,Karabo Van Wyk,35,22.0,Code 8,Contract,North West,4.81
D00483,Sipho Adams,48,0.0,Code 8,Permanent,KwaZulu-Natal,3.17
D00484,Lerato Ndlovu,40,15.0,Code 10,Contract,Limpopo,5.0
D00485,Sibusiso Cele,44,26.0,Code 8,Contract,Free State,3.13
D00486,Amanda Adams,58,5.0,Code 8,Permanent,Eastern Cape,4.54
D00487,Busisiwe Molefe,38,24.0,Code 10,Permanent,Free State,3.55
D00488,Lerato Moyo,50,12.0,Code 14,Permanent,Western Cape,4.3
D00489,Karabo Botha,62,26.0,Code 10,Permanent,Mpumalanga,3.77
D00490,Karabo Van Wyk,54,19.0,Code 14,Contract,Western Cape,3.04
D00491,Karabo Ndlovu,64,4.0,Code 14,Permanent,Western Cape,1.84
D00492,Amanda Mkhize,46,22.0,Code 10,Permanent,KwaZulu-Natal,5.0
D00493,Ayanda Mabena,33,1.0,Code 8,Permanent,Free State,3.85
D00494,Mandla Pillay,64,7.0,Code 14,Permanent,KwaZulu-Natal,1.74
D00495,Lwazi Van Wyk,49,27.0,Code 8,Contract,North West,4.01
D00496,Karabo Mahlangu,31,27.0,Code 14,Permanent,Northern Cape,4.28
D00497,Precious Mabena,34,1.0,Code 10,Permanent,Eastern Cape,3.3
D00498,Tshepo Jacobs,32,11.0,Code 10,Permanent,Northern Cape,3.3
D00499,Themba Williams,57,2.0,Code 10,Contract,Western Cape,3.79
D00500,Themba Williams,25,8.0,Code 10,Permanent,Gauteng,4.64
D00501,Themba Mahlangu,53,29.0,Code 14,Permanent,Eastern Cape,3.87
D00502,Tshepo Moyo,45,6.0,Code 8,Permanent,Northern Cape,4.82
D00503,Kagiso Dlamini,24,19.0,Code 14,Permanent,Free State,4.59
D00504,Sipho Cele,47,24.0,Code 8,Permanent,Mpumalanga,3.64
D00505,Karabo Naidoo,54,27.0,Code 14,Permanent,Limpopo,2.7
D00506,Bongani Ndlovu,52,10.0,Code 14,Permanent,Free State,3.64
D00507,Lwazi Ngcobo,44,21.0,Code 10,Contract,Northern Cape,4.17
D00508,Bongani Naidoo,35,14.0,Code 8,Permanent,Northern Cape,3.84
D00509,Mandla Naidoo,28,3.0,Code 14,Permanent,Free State,4.24
D00510,Siyabonga Mthembu,21,6.0,Code 14,Contract,Mpumalanga,4.4
D00511,Karabo Nkosi,36,23.0,Code 8,Permanent,Limpopo,4.17
D00512,Zanele Molefe,48,21.0,Code 10,Contract,Limpopo,3.61
D00513,Tshepo Pillay,22,16.0,Code 14,Permanent,Western Cape,4.16
D00514,Nandi Zulu,64,24.0,Code 8,Contract,Gauteng,5.0
D00515,Busisiwe Mkhize,46,21.0,Code 10,Permanent,Northern Cape,2.76
D00516,Themba Adams,33,10.0,Code 10 ,Contract,KwaZulu-Natal,4.14
D00517,Ayanda Botha,63,9.0,Code 8,Contract,Limpopo,5.0
D00518,Mpho Mokoena,29,29.0,Code 14,Permanent,Northern Cape,2.98
D00519,Lerato Maseko,63,30.0,Code 8,Permanent,Limpopo,4.5
D00520,Sipho Khumalo,33,0.0,Code 14,Permanent,Gauteng,4.59
D00521,Sibusiso Dlamini,37,24.0,Code 10,Permanent,North West,2.77
D00522,Zanele Ndlovu,39,4.0,Code 10,Contract,Western Cape,4.3
D00523,Nomsa Mokoena,64,26.0,Code 10,Permanent,Mpumalanga,3.61
D00524,Sibusiso Van Wyk,32,18.0,Code 10,Contract,KwaZulu-Natal,3.76
D00525,Themba Mokoena,63,21.0,Code 14,Permanent,Limpopo,3.57
D00526,Ayanda Jacobs,36,21.0,Code 10,Permanent,Free State,4.72
D00527,Lwazi Ngcobo,33,18.0,Code 14,Contract,Limpopo,3.72
D00528,Nandi Dlamini,49,7.0,Code 10,Permanent,Eastern Cape,3.48
D00529,Bongani Ngcobo,51,25.0,Code 8,Permanent,Free State,3.49
D00530,Nandi Dlamini,36,17.0,Code 8,Permanent,Northern Cape,3.56
D00531,Kagiso Cele,26,16.0,Code 14,Permanent,North West,3.04
D00532,Lwazi Mkhize,38,9.0,Code 10,Permanent,Eastern Cape,3.47
D00533,Sibusiso Mabena,44,0.0,Code 10,Permanent,Northern Cape,3.88
D00534,Nandi Nkosi,22,17.0,Code 10,Permanent,Northern Cape,4.08
D00535,Nomsa Williams,24,10.0,Code 10,Contract,Limpopo,4.64
D00536,Busisiwe Naidoo,61,20.0,Code 10,Permanent,Limpopo,3.97
D00537,Ayanda Nkosi,22,11.0,Code 10,Permanent,Western Cape,3.47
D00538,Mpho Ngcobo,38,30.0,Code 14,Permanent,Free State,3.09
D00539,Tshepo Mthembu,54,21.0,Code 8,Permanent,Gauteng,4.01
D00540,Amanda Modise,35,14.0,Code 10,Contract,Gauteng,3.72
D00541,Busisiwe Williams,42,21.0,Code 8,Permanent,North West,3.74
D00542,Amanda Nkosi,24,20.0,Code 14,Permanent,KwaZulu-Natal,3.98
D00543,Siyabonga Jacobs,55,19.0,Code 10,Permanent,Limpopo,
D00544,Zanele Jacobs,48,17.0,Code 10,Permanent,North West,3.99
D00545,Tshepo Naidoo,58,28.0,Code 14,Permanent,Limpopo,3.68
D00546,Lwazi Ndlovu,59,9.0,Code 10,Permanent,North West,3.24
D00547,Zanele Maseko,36,13.0,Code 8,Permanent,Mpumalanga,3.37
D00548,Bongani Modise,22,7.0,Code 10,Permanent,Free State,4.39
D00549,Mandla Moyo,36,17.0,Code 8,Permanent,Northern Cape,3.5
D00550,Karabo Moyo,27,30.0,Code 14,Permanent,Northern Cape,
D00551,Zanele Modise,44,18.0,Code 10,Permanent,Eastern Cape,4.61
D00552,Busisiwe Adams,27,6.0,Code 14,Permanent,North West,3.14
D00553,Ayanda Ndlovu,61,28.0,Code 14,Permanent,Gauteng,3.82
D00554,Karabo Cele,47,24.0,Code 14,Permanent,Gauteng,4.14
D00555,Precious Molefe,32,13.0,Code 10,Permanent,Free State,3.8
D00556,Bongani Molefe,61,4.0,Code 8,Permanent,Limpopo,2.07
D00557,Tshepo Botha,54,12.0,Code 10,Permanent,Limpopo,4.07
D00558,Themba Botha,40,24.0,Code 14,Permanent,North West,4.73
D00559,Lerato Mabena,27,17.0,Code 14,Permanent,Eastern Cape,4.35
D00560,Mpho Adams,36,5.0,code 14,Permanent,North West,2.31
D00561,Nomsa Khumalo,46,4.0,Code 8,Permanent,Northern Cape,5.0
D00562,Kagiso Molefe,54,29.0,Code 8,Permanent,Western Cape,2.87
D00563,Thabo Van Wyk,32,13.0,Code 14,Permanent,Free State,3.05
D00564,Ayanda Ngcobo,53,21.0,Code 8,Permanent,KwaZulu-Natal,4.35
D00565,Precious Mkhize,21,36,Code 10,Permanent,Limpopo,4.12
D00566,Busisiwe Cele,31,2.0,Code 10,Contract,Eastern Cape,3.86
D00567,Bongani Mokoena,40,12.0,Code 8,Contract,KwaZulu-Natal,3.4
D00568,Siyabonga Botha,28,21.0,Code 10,Permanent,KwaZulu-Natal,4.73
D00569,Amanda Williams,38,10.0,Code 14,Permanent,Eastern Cape,3.77
D00570,Sipho Jacobs,36,18.0,Code 14,Permanent,Western Cape,2.7
D00571,Mandla Mahlangu,33,13.0,Code 10,Contract,Western Cape,4.66
D00572,Themba Pillay,55,10.0,Code 10,Permanent,Limpopo,3.95
D00573,Themba Modise,35,7.0,Code 14,Permanent,Northern Cape,4.58
D00574,Lerato Pillay,51,8.0,CODE 10,Contract,Free State,4.2
D00575,Themba Cele,52,7.0,Code 10,Permanent,Northern Cape,5.0
D00576,Kagiso Nkosi,50,22.0,Code 10,Permanent,Gauteng,3.58
D00577,Precious Mabena,32,10.0,Code 8,Permanent,Northern Cape,3.81
D00578,Lerato Mahlangu,57,22.0,Code 8,Permanent,Limpopo,4.3
D00579,Bongani Naidoo,31,9.0,Code 14,Contract,Mpumalanga,3.59
D00580,Amanda Ndlovu,33,10.0,Code 10,Permanent,Western Cape,4.36
D00581,Kagiso Mokoena,59,28.0,Code 8,Permanent,Limpopo,1.74
D00582,Sipho Williams,35,27.0,Code 8,Permanent,Eastern Cape,3.75
D00583,Mandla Sithole,51,12.0,Code 14,Permanent,Northern Cape,3.73
D00584,Mandla Ngcobo,22,8.0,Code 10,Contract,North West,3.7
D00585,Nomsa Mkhize,48,22.0,Code 10,Contract,North West,3.19
D00586,Karabo Ngcobo,59,2.0,Code 8,Contract,Northern Cape,4.43
D00587,Sibusiso Williams,52,14.0,Code 14,Contract,Mpumalanga,3.45
D00588,Precious Molefe,46,18.0,Code 14,Permanent,KwaZulu-Natal,3.94
D00589,Sibusiso Williams,58,20.0,Code 10,Permanent,KwaZulu-Natal,3.77
D00590,Tshepo Molefe,34,3.0,Code 8,Permanent,North West,4.15
D00591,Mandla Mahlangu,37,0.0,Code 10,Permanent,Limpopo,4.8
D00592,Tshepo Naidoo,24,8.0,Code 14,Permanent,Northern Cape,3.94
D00593,Amanda Maseko,51,3.0,Code 14,Permanent,North West,4.39
D00594,Amanda Molefe,52,15.0,Code 14,Permanent,Limpopo,3.9
D00595,Lerato Naidoo,54,28.0,Code 10,Contract,Gauteng,3.45
D00596,Mpho Ndlovu,53,8.0,Code 8,Permanent,Northern Cape,3.7
D00597,Kagiso Ndlovu,26,14.0,Code 10,Permanent,KwaZulu-Natal,3.6
D00598,Precious Williams,50,6.0,Code 14,Contract,KwaZulu-Natal,4.2
D00599,Lerato Adams,54,1.0,Code 8,Permanent,Gauteng,3.87
D00600,Lerato Sithole,29,21.0,Code 8,Permanent,Western Cape,3.24
D00601,Bongani Naidoo,41,7.0,Code 10,Permanent,Eastern Cape,3.64
D00602,Themba Sithole,61,16.0,Code 10,Contract,North West,2.73
D00603,Nomsa Nkosi,39,21.0,Code 14,Contract,North West,3.67
D00604,Nomsa Ngcobo,54,26.0,Code 8,Permanent,Free State,3.8
D00605,Sipho Zulu,44,5.0,Code 8,Permanent,KwaZulu-Natal,5.0
D00606,Precious Botha,49,18.0,Code 8,Permanent,Eastern Cape,4.74
D00607,Thabo Sithole,48,28.0,Code 10,Permanent,Northern Cape,3.08
D00608,Precious Zulu,49,14.0,Code 14,Contract,Western Cape,3.94
D00609,Zanele Mabena,55,1.0,Code 10,Permanent,Western Cape,3.95
D00610,Zanele Williams,60,8.0,Code 10,Contract,Western Cape,3.64
D00611,Busisiwe Nkosi,34,24.0,Code 8,Contract,North West,3.68
D00612,Bongani Modise,61,24.0,Code 10,Permanent,Western Cape,3.55
D00613,Kagiso Cele,48,9.0,Code 14,Contract,Northern Cape,5.0
D00614,Tshepo Pillay,47,6.0,Code 14,Permanent,Gauteng,3.51
D00615,Amanda Modise,35,9.0,Code 8,Permanent,Free State,4.04
D00616,Tshepo Ngcobo,39,7.0,Code 10,Contract,Northern Cape,2.03
D00617,Bongani Mokoena,49,22.0,Code 8,Permanent,Gauteng,4.38
D00618,Zanele Adams,37,26.0,Code 8,Contract,KwaZulu-Natal,4.63
D00619,Ayanda Dlamini,33,1.0,Code 8,Permanent,Mpumalanga,3.06
D00620,Precious Ngcobo,57,22.0,Code 8,Permanent,North West,3.44
D00621,Sipho Moyo,39,23.0,Code 8,Contract,Northern Cape,4.12
D00622,Amanda Sithole,49,18.0,Code 14,Permanent,Western Cape,3.81
D00623,Karabo Jacobs,22,27.0,Code 8,Permanent,Mpumalanga,4.13
D00624,Sipho Mabena,24,1.0,Code 14,Permanent,KwaZulu-Natal,3.6
D00625,Tshepo Molefe,58,21.0,Code 14,Permanent,Limpopo,5.0
D00626,Sipho Zulu,27,3.0,Code 10,Permanent,Northern Cape,3.33
D00627,Kagiso Mabena,56,27.0,Code 10,Contract,Northern Cape,5.0
D00628,Lerato Mthembu,60,15.0,Code 14,Permanent,Gauteng,4.67
D00629,Zanele Sithole,42,2.0,Code 8,Contract,Free State,4.38
D00630,Busisiwe Sithole,59,23.0,Code 10,Contract,KwaZulu-Natal,3.07
D00631,Kagiso Van Wyk,39,23.0,Code 10,Permanent,Limpopo,4.44
D00632,Sibusiso Mthembu,62,14.0,Code 14,Permanent,North West,4.22
D00633,Amanda Van Wyk,31,9.0,Code 14,Permanent,KwaZulu-Natal,2.32
D00634,Tshepo Sithole,39,0.0,Code 14,Contract,Gauteng,2.82
D00635,Ayanda Pillay,38,28.0,Code 10,Permanent,Western Cape,4.05
D00636,Busisiwe Mkhize,55,5.0,Code 10,Permanent,Western Cape,3.71
D00637,Kagiso Zulu,22,26.0,Code 14,Contract,Eastern Cape,3.44
D00638,Lwazi Modise,57,18.0,Code 14,Permanent,Northern Cape,4.56
D00639,Kagiso Molefe,22,21.0,Code 10,Permanent,KwaZulu-Natal,3.18
D00640,Siyabonga Dlamini,34,21.0,Code 14,Contract,Eastern Cape,3.48
D00641,Karabo Williams,47,26.0,Code 14,Permanent,Mpumalanga,3.35
D00642,Tshepo Naidoo,27,1.0,Code 10,Permanent,Limpopo,4.16
D00643,Themba Maseko,42,30.0,Code 8,Permanent,KwaZulu-Natal,2.6
D00644,Mpho Ngcobo,64,1.0,Code 8,Contract,Gauteng,3.45
D00645,Tshepo Dlamini,57,30.0,Code 14,Contract,Gauteng,
D00646,Nandi Dlamini,22,8.0,Code 8,Contract,Gauteng,3.58
D00647,Bongani Ngcobo,47,26.0,Code 10,Contract,Western Cape,4.31
D00648,Lwazi Molefe,47,2.0,Code 10,Permanent,Free State,4.32
D00649,Lwazi Modise,24,14.0,Code 14,Permanent,Limpopo,3.29
D00650,Nomsa Mthembu,49,16.0,Code 14,Permanent,Mpumalanga,4.17
D00651,Mandla Maseko,43,29.0,Code 14,Contract,Northern Cape,3.67
D00652,Sipho Molefe,50,3.0,Code 10,Contract,KwaZulu-Natal,4.75
D00653,Lerato Mthembu,34,1.0,code 8,Permanent,Limpopo,3.71
D00654,Amanda Nkosi,32,20.0,Code 10,Contract,North West,1.72
D00655,Precious Khumalo,53,1.0,Code 8,Permanent,Western Cape,4.43
D00656,Sibusiso Sithole,52,24.0,Code 10,Permanent,North West,3.48
D00657,Kagiso Zulu,28,1.0,Code 14,Permanent,Western Cape,3.61
D00658,Nandi Mabena,30,30.0,Code 10,Contract,Free State,4.04
D00659,Sipho Mabena,46,16.0,Code 10,Permanent,North West,2.8
D00660,Kagiso Dlamini,57,29.0,Code 10,Permanent,Free State,3.85
D00661,Nomsa Mthembu,29,3.0,Code 14,Contract,Limpopo,4.17
D00662,Precious Khumalo,30,8.0,Code 10,Permanent,Limpopo,4.05
D00663,Amanda Mokoena,56,14.0,Code 10,Permanent,Limpopo,3.38
D00664,Amanda Mthembu,51,0.0,Code 8,Permanent,Mpumalanga,4.49
D00665,Nandi Zulu,60,3.0,Code 10,Permanent,North West,3.1
D00666,Tshepo Mkhize,55,10.0,Code 8,Permanent,Gauteng,3.36
D00667,Themba Zulu,62,22.0,Code 10,Permanent,Eastern Cape,3.7
D00668,Zanele Zulu,29,21.0,Code 14,Contract,North West,4.01
D00669,Sipho Cele,32,2.0,Code 8,Permanent,Eastern Cape,3.57
D00670,Nandi Mkhize,31,1.0,Code 10,Permanent,Free State,4.66
D00671,Busisiwe Zulu,23,20.0,Code 8,Contract,Mpumalanga,4.01
D00672,Mandla Molefe,55,11.0,Code 8,Permanent,Northern Cape,3.85
D00673,Thabo Sithole,50,24.0,Code 8,Contract,KwaZulu-Natal,3.98
D00674,Kagiso Dlamini,24,9.0,Code 8,Contract,Northern Cape,4.31
D00675,Karabo Cele,29,11.0,CODE 14,Contract,Mpumalanga,3.97
D00676,Mandla Modise,29,6.0,Code 14,Permanent,Western Cape,2.53
D00677,Sibusiso Sithole,38,8.0,Code 10,Permanent,North West,4.56
D00678,Sipho Mthembu,41,21.0,Code 10,Permanent,Eastern Cape,3.88
D00679,Mpho Jacobs,33,14.0,Code 14,Contract,KwaZulu-Natal,4.28
D00680,Siyabonga Khumalo,61,,Code 14,Contract,Free State,3.52
D00681,Siyabonga Mokoena,30,2.0,Code 10,Permanent,Limpopo,2.52
D00682,Themba Khumalo,45,16.0,Code 8,Permanent,Free State,2.2
D00683,Sipho Maseko,40,14.0,Code 10,Permanent,Western Cape,3.14
D00684,Sipho Moyo,38,28.0,Code 14,Permanent,North West,4.16
D00685,Zanele Mkhize,57,13.0,Code 8,Contract,Eastern Cape,4.71
D00686,Precious Naidoo,64,3.0,Code 10,Contract,Gauteng,4.01
D00687,Thabo Pillay,21,21.0,Code 10,Permanent,Limpopo,3.06
D00688,Busisiwe Naidoo,41,4.0,Code 10,Contract,Limpopo,3.25
D00689,Bongani Mkhize,26,28.0,Code 10,Permanent,Western Cape,4.75
D00690,Thabo Moyo,40,11.0,Code 10,Permanent,Northern Cape,2.88
D00691,Lerato Adams,48,24.0,Code 14,Permanent,Limpopo,5.0
D00692,Zanele Mthembu,39,20.0,Code 14,Permanent,Northern Cape,5.0
D00693,Kagiso Sithole,34,14.0,Code 8,Contract,Mpumalanga,5.0
D00694,Karabo Moyo,34,18.0,Code 14 ,Permanent,Western Cape,4.07
D00695,Sibusiso Sithole,34,5.0,Code 14,Permanent,Gauteng,3.56
D00696,Mpho Mokoena,35,2.0,Code 10,Permanent,Northern Cape,4.05
D00697,Mandla Van Wyk,37,23.0,Code 10,Permanent,Limpopo,4.44
