driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
343,D000344,Siyabonga Jacobs,25,7,Code 8,Permanent,Limpopo,4.14
344,D000345,Themba Cele,38,28,Code 10,Owner Driver,Mpumalanga,3.44
345,D000346,Lindelwa Moyo,30,26,Code 14,Contract,Gauteng,3.51
346,D000347,Mandla Mabena,26,8,Code 8,Permanent,Gauteng,3.24
347,D000348,Nandi Ndlovu,30,25,Code 14,Permanent,Limpopo,3.47
348,D000349,Phumzile Mabena,28,20,Code 10,Contract,Limpopo,4.51
349,D000350,Siyabonga Modise,61,17,Code 8,Permanent,Free State,3.96
350,D000351,Thabo Cele,26,11,Code 10,Contract,Gauteng,3.8
351,D000352,Bongani Nkosi,57,13,Code 10,Permanent,Limpopo,3.35
352,D000353,Kabelo Molefe,57,7,Code 10,Contract,Western Cape,4.36
353,D000354,Kabelo Cele,39,21,Code 10,Permanent,Western Cape,4.13
354,D000355,Busisiwe Maseko,49,4,Code 10,Permanent,Northern Cape,3.45
355,D000356,Tshepo Williams,58,29,Code 14,Contract,Western Cape,4.22
356,D000357,Sibusiso Ngcobo,53,4,Code 8,Contract,Mpumalanga,4.0
357,D000358,Nandi Cele,31,7,Code 8,Contract,Free State,4.47
358,D000359,Nokuthula Ngcobo,41,17,Code 10,Contract,Eastern Cape,4.28
359,D000360,Phumzile Williams,31,5,Code 8,Permanent,Gauteng,4.41
360,D000361,Lindelwa Mahlangu,41,24,Code 8,Permanent,Gauteng,5.0
361,D000362,Nandi Williams,65,22,Code 10,Permanent,Western Cape,4.7
362,D000363,Lwazi Nkosi,41,27,Code 10,Permanent,Eastern Cape,4.31
363,D000364,Nokuthula Nkosi,35,29,Code 14,Permanent,Limpopo,5.0
364,D000365,Thabo Adams,44,27,Code 10,Contract,Western Cape,4.41
365,D000366,Themba Khumalo,35,16,Code 14,Contract,Mpumalanga,4.06
366,D000367,Bongani Ndlovu,48,28,Code 10,Owner Driver,North West,3.0
367,D000368,Themba Mokoena,65,34,Code 8,Contract,Limpopo,4.83
368,D000369,Kagiso Naidoo,40,15,Code 8,Contract,Gauteng,4.42
369,D000370,Lerato Mabena,40,24,Code 10,Owner Driver,Free State,2.99
370,D000371,Sibusiso Naidoo,27,28,Code 10,Contract,KwaZulu-Natal,4.52
371,D000372,Phumzile Jacobs,40,5,Code 8,Contract,North West,4.99
372,D000373,Nokuthula Khumalo,24,6,Code 8,Permanent,Gauteng,4.32
373,D000374,Precious Mkhize,38,28,Code 10,Contract,Free State,4.34
374,D000375,Dumisani Ndlovu,35,28,Code 10,Permanent,Free State,3.46
375,D000376,Amanda Mabena,30,1,Code 10,Contract,Northern Cape,3.88
376,D000377,Lindelwa Maseko,64,10,Code 14,Owner Driver,KwaZulu-Natal,4.05
377,D000378,Busisiwe Mabena,43,32,Code 8,Permanent,Eastern Cape,4.89
378,D000379,Ayanda Khumalo,64,22,Code 8,Permanent,North West,4.45
379,D000380,Sipho Modise,56,8,Code 8,Permanent,Free State,3.8
380,D000381,Dumisani Molefe,57,31,Code 10,Contract,KwaZulu-Natal,3.6
381,D000382,Kabelo Naidoo,40,9,Code 14,Permanent,Eastern Cape,3.19
382,D000383,Tshepo Van Wyk,53,33,Code 8,Permanent,Gauteng,4.37
383,D000384,Tshepo Zulu,58,19,Code 10,Permanent,Northern Cape,3.82
384,D000385,Siyabonga Khumalo,62,13,Code 10,Permanent,KwaZulu-Natal,4.45
385,D000386,Nokuthula Naidoo,65,17,Code 14,Permanent,Western Cape,3.18
386,D000387,Busisiwe Jacobs,46,33,Code 10,Permanent,Northern Cape,4.4
387,D000388,Thabo Mabena,36,22,Code 10,Permanent,Mpumalanga,4.15
388,D000389,Lindelwa Sithole,30,9,Code 14,Owner Driver,Northern Cape,4.0
389,D000390,Tshepo Khumalo,30,1,Code 10,Contract,North West,3.9
390,D000391,Bongani Maseko,30,1,Code 8,Permanent,Eastern Cape,4.32
391,D000392,Lerato Nkosi,40,33,Code 8,Permanent,Free State,3.89
392,D000393,Lindelwa Ndlovu,46,32,Code 10,Permanent,Limpopo,3.95
393,D000394,Ayanda Mabena,38,23,Code 8,Permanent,Eastern Cape,5.0
394,D000395,Nokuthula Ngcobo,25,28,Code 10,Owner Driver,North West,3.68
395,D000396,Phumzile Moyo,26,32,Code 8,Permanent,Mpumalanga,4.63
396,D000397,Nokuthula Zulu,65,18,Code 10,Permanent,Eastern Cape,3.32
397,D000398,Lindelwa Mabena,42,12,Code 14,Contract,Northern Cape,3.82
398,D000399,Tshepo Jacobs,50,23,Code 10,Contract,Eastern Cape,3.56
399,D000400,Nokuthula Khumalo,23,11,Code 10,Contract,Eastern Cape,3.52
400,D000401,Sibusiso Mkhize,62,15,Code 10,Permanent,Free State,4.01
401,D000402,Zanele Mahlangu,45,28,Code 10,Permanent,Gauteng,4.57
402,D000403,Nandi Cele,40,5,Code 8,Permanent,Northern Cape,4.48
403,D000404,Tshepo Van Wyk,52,24,Code 10,Contract,North West,4.7
404,D000405,Phumzile Botha,48,27,Code 8,Owner Driver,Northern Cape,3.75
405,D000406,Precious Maseko,54,15,Code 8,Permanent,Gauteng,3.49
406,D000407,Ayanda Moyo,64,25,Code 8,Contract,Gauteng,4.58
407,D000408,Busisiwe Moyo,37,19,Code 8,Permanent,Free State,5.0
408,D000409,Ayanda Botha,34,19,Code 10,Contract,Eastern Cape,4.16
409,D000410,Nandi Zulu,58,8,Code 10,Contract,Mpumalanga,3.75
410,D000411,Sipho Molefe,61,3,Code 8,Permanent,Western Cape,3.81
411,D000412,Zanele Khumalo,31,8,Code 8,Contract,KwaZulu-Natal,3.77
412,D000413,Dumisani Molefe,26,22,Code 14,Permanent,Western Cape,4.03
413,D000414,Sipho Ndlovu,37,30,Code 10,Contract,Limpopo,3.89
414,D000415,Kabelo Mahlangu,23,21,Code 10,Permanent,Gauteng,4.27
415,D000416,Siyabonga Ndlovu,61,26,Code 14,Owner Driver,North West,4.45
416,D000417,Lindelwa Molefe,40,28,Code 10,Permanent,Northern Cape,4.37
417,D000418,Nandi Botha,55,7,Code 14,Permanent,KwaZulu-Natal,3.58
418,D000419,Kabelo Cele,49,13,Code 10,Permanent,Mpumalanga,4.57
419,D000420,Sipho Dlamini,27,6,Code 10,Contract,Eastern Cape,3.52
420,D000421,Busisiwe Ndlovu,40,28,Code 10,Permanent,North West,4.65
421,D000422,Lerato Ndlovu,30,34,Code 10,Contract,KwaZulu-Natal,4.69
422,D000423,Busisiwe Dlamini,48,12,Code 10,Permanent,KwaZulu-Natal,3.54
423,D000424,Lindelwa Modise,49,12,Code 8,Contract,Gauteng,5.0
424,D000425,Busisiwe Mokoena,37,33,Code 8,Owner Driver,Eastern Cape,4.46
425,D000426,Lindelwa Zulu,51,3,Code 8,Permanent,KwaZulu-Natal,3.94
426,D000427,Nandi Mabena,42,11,Code 10,Permanent,Eastern Cape,4.98
427,D000428,Nomsa Sithole,38,32,Code 10,Permanent,Limpopo,3.94
428,D000429,Lindelwa Van Wyk,62,25,Code 8,Owner Driver,Free State,3.46
429,D000430,Ayanda Adams,48,5,Code 10,Permanent,Gauteng,3.82
430,D000431,Precious Dlamini,43,25,Code 8,Permanent,Eastern Cape,4.33
431,D000432,Lindelwa Maseko,56,20,Code 10,Permanent,Northern Cape,3.93
432,D000433,Themba Zulu,25,10,Code 10,Contract,Gauteng,4.71
433,D000434,Sibusiso Van Wyk,30,22,Code 10,Permanent,Free State,4.92
434,D000435,Bongani Mabena,29,18,Code 10,Permanent,Free State,3.97
435,D000436,Tshepo Maseko,34,6,Code 8,Permanent,KwaZulu-Natal,3.57
436,D000437,Themba Jacobs,35,5,Code 8,Contract,Limpopo,4.45
437,D000438,Sipho Mahlangu,30,31,Code 10,Permanent,Western Cape,2.96
438,D000439,Bongani Mkhize,57,1,Code 10,Permanent,Eastern Cape,4.0
439,D000440,Kabelo Modise,48,18,Code 8,Contract,Northern Cape,4.04
440,D000441,Mandla Cele,24,10,Code 10,Owner Driver,Gauteng,3.98
441,D000442,Mandla Zulu,23,11,Code 8,Permanent,Gauteng,4.37
442,D000443,Mpho Naidoo,62,23,Code 14,Permanent,Limpopo,4.29
443,D000444,Kagiso Mkhize,56,23,Code 10,Contract,Northern Cape,4.08
444,D000445,Lindelwa Zulu,54,24,Code 8,Owner Driver,Free State,3.47
445,D000446,Sibusiso Zulu,40,32,Code 8,Contract,Free State,3.36
446,D000447,Siyabonga Molefe,26,6,Code 10,Permanent,Limpopo,3.87
447,D000448,Tshepo Mabena,28,26,Code 10,Permanent,Eastern Cape,4.09
448,D000449,Kabelo Modise,57,7,Code 14,Permanent,Western Cape,4.29
449,D000450,Themba Botha,37,26,Code 10,Permanent,KwaZulu-Natal,3.82
450,D000451,Kabelo Jacobs,48,17,Code 8,Permanent,Limpopo,4.33
451,D000452,Karabo Mahlangu,50,14,Code 8,Permanent,KwaZulu-Natal,4.64
452,D000453,Dumisani Botha,41,33,Code 10,Permanent,Western Cape,5.0
453,D000454,Lwazi Moyo,58,34,Code 10,Owner Driver,Northern Cape,3.43
454,D000455,Siyabonga Ndlovu,57,23,Code 10,Contract,Western Cape,2.71
455,D000456,Kagiso Adams,24,33,Code 10,Owner Driver,Gauteng,4.6
456,D000457,Siyabonga Van Wyk,40,10,Code 10,Contract,Limpopo,3.93
457,D000458,Lindelwa Williams,35,15,Code 8,Owner Driver,Western Cape,3.84
458,D000459,Mpho Molefe,27,14,Code 8,Contract,Northern Cape,4.13
459,D000460,Phumzile Sithole,42,22,Code 8,Permanent,North West,4.37
460,D000461,Ayanda Mthembu,56,21,Code 10,Permanent,Western Cape,4.39
461,D000462,Phumzile Mahlangu,24,19,Code 10,Owner Driver,Free State,4.47
462,D000463,Siyabonga Dlamini,37,20,Code 8,Permanent,Western Cape,3.01
463,D000464,Ayanda Pillay,33,13,Code 10,Permanent,Limpopo,4.09
464,D000465,Sibusiso Dlamini,46,30,Code 8,Permanent,North West,3.82
465,D000466,Sipho Moyo,57,8,Code 8,Owner Driver,North West,3.16
466,D000467,Siyabonga Mokoena,64,12,Code 8,Contract,KwaZulu-Natal,4.19
467,D000468,Nokuthula Mthembu,26,18,Code 10,Permanent,Mpumalanga,4.59
468,D000469,Nandi Dlamini,61,11,Code 10,Permanent,Free State,4.5
469,D000470,Nokuthula Naidoo,42,28,Code 8,Contract,Mpumalanga,4.08
470,D000471,Bongani Dlamini,56,7,Code 10,Permanent,Northern Cape,3.69
471,D000472,Zanele Molefe,28,16,Code 8,Owner Driver,Limpopo,4.2
472,D000473,Phumzile Pillay,56,11,Code 10,Owner Driver,Eastern Cape,3.88
473,D000474,Mandla Mokoena,47,5,Code 8,Owner Driver,Free State,3.53
474,D000475,Lwazi Nkosi,32,25,Code 8,Permanent,Gauteng,3.48
475,D000476,Amanda Mabena,51,17,Code 10,Contract,Mpumalanga,4.67
476,D000477,Busisiwe Botha,25,2,Code 10,Contract,Gauteng,3.98
477,D000478,Nokuthula Cele,27,14,Code 10,Contract,KwaZulu-Natal,4.48
478,D000479,Bongani Khumalo,33,16,Code 8,Owner Driver,Eastern Cape,4.16
479,D000480,Mandla Mahlangu,65,1,Code 8,Owner Driver,Limpopo,3.93
480,D000481,Sipho Molefe,28,27,Code 10,Permanent,Free State,4.84
481,D000482,Mpho Dlamini,54,11,Code 8,Contract,Eastern Cape,4.39
482,D000483,Karabo Jacobs,48,4,Code 14,Permanent,Limpopo,4.01
483,D000484,Themba Mkhize,61,4,Code 10,Permanent,Mpumalanga,4.15
484,D000485,Dumisani Jacobs,63,11,Code 14,Permanent,Gauteng,3.94
485,D000486,Zanele Adams,56,30,Code 10,Contract,Mpumalanga,3.63
486,D000487,Ayanda Botha,23,19,Code 8,Permanent,Mpumalanga,5.0
487,D000488,Siyabonga Molefe,63,15,Code 10,Permanent,Mpumalanga,4.35
488,D000489,Themba Modise,28,27,Code 8,Permanent,Gauteng,3.73
489,D000490,Ayanda Williams,52,15,Code 8,Permanent,Mpumalanga,4.05
490,D000491,Sipho Jacobs,24,12,Code 10,Permanent,Limpopo,3.9
491,D000492,Lwazi Zulu,29,15,Code 10,Permanent,Free State,3.22
492,D000493,Kagiso Dlamini,36,15,Code 10,Permanent,Mpumalanga,3.88
493,D000494,Nandi Zulu,54,31,Code 8,Permanent,Limpopo,4.56
494,D000495,Kabelo Moyo,57,21,Code 8,Contract,Mpumalanga,4.15
495,D000496,Themba Mabena,63,3,Code 8,Owner Driver,KwaZulu-Natal,3.71
496,D000497,Lerato Sithole,34,8,Code 10,Permanent,Mpumalanga,3.7
497,D000498,Lindelwa Mkhize,43,16,Code 14,Contract,Northern Cape,3.56
498,D000499,Dumisani Mabena,58,6,Code 10,Permanent,KwaZulu-Natal,4.84
499,D000500,Busisiwe Mokoena,31,32,Code 14,Permanent,Western Cape,3.83
500,D000501,Thabo Adams,27,27,Code 8,Owner Driver,Free State,3.71
501,D000502,Busisiwe Van Wyk,57,7,Code 14,Permanent,Limpopo,2.81
502,D000503,Amanda Cele,63,8,Code 8,Permanent,Gauteng,4.68
503,D000504,Mandla Moyo,25,32,Code 8,Contract,KwaZulu-Natal,5.0
504,D000505,Sibusiso Botha,60,7,Code 10,Permanent,Western Cape,3.75
505,D000506,Zanele Williams,60,23,Code 10,Contract,Gauteng,3.98
506,D000507,Kabelo Ngcobo,59,30,Code 10,Owner Driver,Mpumalanga,2.98
507,D000508,Busisiwe Khumalo,53,9,Code 10,Contract,Gauteng,3.88
508,D000509,Kagiso Naidoo,39,20,Code 14,Owner Driver,Eastern Cape,3.88
509,D000510,Sibusiso Moyo,46,23,Code 14,Owner Driver,Limpopo,4.11
510,D000511,Sibusiso Mkhize,59,6,Code 14,Contract,KwaZulu-Natal,3.26
511,D000512,Thabo Ngcobo,46,11,Code 8,Contract,Eastern Cape,4.49
512,D000513,Thabo Mkhize,28,20,Code 10,Permanent,Gauteng,4.45
513,D000514,Lerato Mkhize,26,33,Code 8,Permanent,KwaZulu-Natal,3.63
514,D000515,Sipho Mabena,56,17,Code 10,Contract,Mpumalanga,3.45
515,D000516,Nandi Williams,23,17,Code 8,Permanent,Northern Cape,4.34
516,D000517,Bongani Ngcobo,39,22,Code 14,Permanent,Free State,3.76
517,D000518,Amanda Ndlovu,26,20,Code 14,Permanent,Limpopo,3.51
518,D000519,Lindelwa Mokoena,51,16,Code 14,Contract,Gauteng,4.35
519,D000520,Sipho Dlamini,62,13,Code 8,Contract,KwaZulu-Natal,3.89
520,D000521,Sipho Ndlovu,40,25,Code 14,Contract,Western Cape,3.69
521,D000522,Amanda Moyo,31,22,Code 8,Permanent,Northern Cape,3.46
522,D000523,Sipho Modise,62,1,Code 8,Permanent,KwaZulu-Natal,3.62
523,D000524,Lwazi Jacobs,39,13,Code 8,Owner Driver,Northern Cape,2.78
524,D000525,Phumzile Sithole,34,20,Code 14,Owner Driver,Northern Cape,2.91
525,D000526,Themba Pillay,59,21,Code 14,Permanent,North West,4.13
526,D000527,Thabo Khumalo,44,8,Code 10,Permanent,Eastern Cape,4.26
527,D000528,Zanele Jacobs,27,2,Code 14,Owner Driver,Free State,4.2
528,D000529,Busisiwe Khumalo,58,19,Code 8,Permanent,Gauteng,4.54
529,D000530,Nandi Molefe,24,20,Code 8,Permanent,Northern Cape,4.7
530,D000531,Siyabonga Mahlangu,51,16,Code 8,Owner Driver,Limpopo,3.95
531,D000532,Mpho Jacobs,45,18,Code 8,Permanent,KwaZulu-Natal,3.91
532,D000533,Tshepo Mkhize,59,15,Code 8,Owner Driver,North West,4.73
533,D000534,Kagiso Nkosi,29,1,Code 10,Contract,Northern Cape,3.55
534,D000535,Ayanda Williams,30,16,Code 8,Permanent,North West,3.69
535,D000536,Amanda Mokoena,65,16,Code 8,Permanent,Gauteng,4.65
536,D000537,Siyabonga Moyo,49,32,Code 10,Permanent,Western Cape,4.31
537,D000538,Precious Cele,36,30,Code 8,Permanent,Western Cape,3.14
538,D000539,Lindelwa Pillay,52,11,Code 10,Owner Driver,Western Cape,3.28
539,D000540,Themba Adams,60,2,Code 8,Owner Driver,North West,4.0
540,D000541,Zanele Nkosi,45,1,Code 10,Permanent,Mpumalanga,4.17
541,D000542,Nandi Mokoena,34,8,Code 10,Permanent,Eastern Cape,4.18
542,D000543,Tshepo Cele,32,31,Code 10,Owner Driver,North West,4.22
543,D000544,Tshepo Ndlovu,42,28,Code 10,Permanent,Gauteng,3.75
544,D000545,Bongani Khumalo,24,11,Code 14,Owner Driver,Free State,3.57
545,D000546,Tshepo Khumalo,31,15,Code 8,Contract,Limpopo,3.51
546,D000547,Bongani Molefe,32,20,Code 8,Contract,Gauteng,3.74
547,D000548,Bongani Molefe,32,16,Code 8,Contract,Mpumalanga,3.92
548,D000549,Mpho Mokoena,51,6,Code 10,Permanent,North West,3.71
549,D000550,Kagiso Moyo,41,15,Code 8,Permanent,Northern Cape,3.81
550,D000551,Bongani Ngcobo,40,5,Code 10,Permanent,Northern Cape,4.19
551,D000552,Busisiwe Nkosi,27,12,Code 8,Contract,KwaZulu-Natal,2.98
552,D000553,Busisiwe Williams,40,23,Code 8,Owner Driver,North West,3.89
553,D000554,Ayanda Cele,60,3,Code 8,Permanent,Northern Cape,3.94
554,D000555,Mpho Pillay,43,32,Code 8,Permanent,Free State,4.39
555,D000556,Dumisani Nkosi,42,21,Code 8,Permanent,KwaZulu-Natal,3.46
556,D000557,Bongani Mahlangu,64,19,Code 14,Owner Driver,Free State,4.11
557,D000558,Tshepo Botha,39,34,Code 10,Permanent,Western Cape,3.38
558,D000559,Nandi Mabena,58,33,Code 10,Permanent,North West,3.58
559,D000560,Lerato Mokoena,30,16,Code 10,Permanent,Free State,4.68
560,D000561,Nomsa Ndlovu,44,11,Code 14,Owner Driver,Eastern Cape,3.95
561,D000562,Lwazi Naidoo,48,10,Code 10,Owner Driver,Northern Cape,3.63
562,D000563,Lerato Dlamini,50,34,Code 8,Permanent,Limpopo,3.47
563,D000564,Kagiso Maseko,33,29,Code 14,Owner Driver,KwaZulu-Natal,4.52
564,D000565,Nokuthula Molefe,29,24,Code 10,Permanent,Mpumalanga,3.65
565,D000566,Phumzile Molefe,41,18,Code 8,Permanent,Free State,4.3
566,D000567,Mandla Moyo,56,21,Code 10,Permanent,KwaZulu-Natal,3.12
567,D000568,Precious Naidoo,35,26,Code 10,Owner Driver,Limpopo,3.61
568,D000569,Zanele Botha,41,28,Code 10,Owner Driver,North West,5.0
569,D000570,Phumzile Botha,44,16,Code 14,Owner Driver,Mpumalanga,4.24
570,D000571,Karabo Adams,27,3,Code 8,Contract,Gauteng,4.11
571,D000572,Kagiso Modise,57,28,Code 8,Contract,Gauteng,4.86
572,D000573,Lerato Botha,42,19,Code 8,Contract,Free State,4.1
573,D000574,Lindelwa Pillay,51,11,Code 14,Owner Driver,KwaZulu-Natal,3.46
574,D000575,Amanda Ngcobo,23,9,Code 14,Contract,Free State,3.85
575,D000576,Precious Mkhize,37,31,Code 10,Permanent,Limpopo,4.57
576,D000577,Tshepo Ndlovu,43,3,Code 14,Permanent,Gauteng,4.13
577,D000578,Zanele Botha,32,5,Code 10,Contract,Western Cape,4.04
578,D000579,Busisiwe Khumalo,65,21,Code 10,Permanent,KwaZulu-Natal,3.74
579,D000580,Amanda Sithole,53,22,Code 10,Permanent,KwaZulu-Natal,4.25
580,D000581,Ayanda Mokoena,31,9,Code 14,Permanent,Limpopo,4.48
581,D000582,Kagiso Ngcobo,55,15,Code 14,Permanent,Limpopo,4.73
582,D000583,Lindelwa Cele,27,14,Code 14,Owner Driver,Eastern Cape,4.36
583,D000584,Lerato Van Wyk,25,31,Code 8,Owner Driver,North West,3.75
584,D000585,Sibusiso Moyo,34,26,Code 14,Permanent,Free State,3.71
585,D000586,Lindelwa Nkosi,49,12,Code 8,Permanent,Gauteng,4.84
586,D000587,Nokuthula Mokoena,51,23,Code 10,Permanent,Gauteng,4.71
587,D000588,Mandla Maseko,62,16,Code 8,Permanent,KwaZulu-Natal,3.61
588,D000589,Bongani Cele,50,16,Code 8,Permanent,North West,4.22
589,D000590,Lwazi Khumalo,38,1,Code 10,Contract,Eastern Cape,4.46
590,D000591,Mandla Mokoena,52,11,Code 8,Contract,Limpopo,4.34
591,D000592,Karabo Ngcobo,48,6,Code 14,Contract,Western Cape,3.56
592,D000593,Zanele Mabena,55,10,Code 8,Contract,KwaZulu-Natal,4.1
593,D000594,Nokuthula Williams,64,26,Code 10,Permanent,Western Cape,3.64
594,D000595,Kabelo Molefe,52,2,Code 8,Permanent,Mpumalanga,4.46
595,D000596,Nandi Moyo,33,27,Code 14,Permanent,KwaZulu-Natal,4.06
596,D000597,Siyabonga Mahlangu,39,9,Code 14,Permanent,Free State,3.91
597,D000598,Dumisani Mahlangu,45,32,Code 8,Contract,Gauteng,3.54
598,D000599,Sibusiso Cele,57,19,Code 8,Permanent,Eastern Cape,4.44
599,D000600,Karabo Mkhize,58,21,Code 14,Permanent,KwaZulu-Natal,4.63
600,D000601,Precious Pillay,27,18,Code 10,Contract,Western Cape,3.87
601,D000602,Siyabonga Modise,38,22,Code 10,Permanent,Gauteng,3.11
602,D000603,Dumisani Jacobs,60,18,Code 8,Permanent,Gauteng,3.04
603,D000604,Kabelo Zulu,61,27,Code 14,Permanent,KwaZulu-Natal,3.62
604,D000605,Sibusiso Khumalo,65,30,Code 8,Permanent,Limpopo,3.91
605,D000606,Sibusiso Modise,23,3,Code 10,Permanent,Limpopo,4.68
606,D000607,Amanda Sithole,60,2,Code 14,Contract,Mpumalanga,3.89
607,D000608,Karabo Williams,34,6,Code 10,Owner Driver,Northern Cape,4.15
608,D000609,Nomsa Nkosi,32,31,Code 10,Permanent,Eastern Cape,3.57
609,D000610,Mpho Adams,26,32,Code 8,Permanent,Mpumalanga,3.11
610,D000611,Lwazi Mokoena,26,13,Code 8,Permanent,Western Cape,4.58
611,D000612,Thabo Maseko,57,29,Code 10,Owner Driver,Northern Cape,4.65
612,D000613,Lerato Naidoo,58,2,Code 14,Permanent,Gauteng,3.64
613,D000614,Thabo Naidoo,31,3,Code 10,Contract,Eastern Cape,3.64
614,D000615,Ayanda Zulu,40,34,Code 8,Permanent,North West,4.24
615,D000616,Precious Ndlovu,36,2,Code 8,Owner Driver,North West,3.5
616,D000617,Dumisani Maseko,52,13,Code 8,Permanent,North West,4.23
617,D000618,Tshepo Mokoena,34,13,Code 10,Owner Driver,Mpumalanga,3.94
618,D000619,Nomsa Maseko,37,3,Code 10,Permanent,Western Cape,4.27
619,D000620,Dumisani Naidoo,26,31,Code 8,Owner Driver,Limpopo,3.08
620,D000621,Kagiso Dlamini,52,6,Code 8,Owner Driver,KwaZulu-Natal,4.92
621,D000622,Lindelwa Sithole,30,20,Code 14,Owner Driver,Free State,4.54
622,D000623,Kagiso Cele,29,24,Code 8,Contract,Northern Cape,3.72
623,D000624,Bongani Khumalo,30,4,Code 10,Permanent,Limpopo,4.3
624,D000625,Mpho Moyo,32,26,Code 10,Contract,North West,3.93
625,D000626,Zanele Mkhize,48,19,Code 14,Permanent,Free State,4.6
626,D000627,Lwazi Dlamini,24,29,Code 8,Permanent,Gauteng,4.36
627,D000628,Mpho Dlamini,28,27,Code 14,Permanent,Limpopo,4.33
628,D000629,Mpho Adams,31,5,Code 8,Owner Driver,Free State,3.12
629,D000630,Mpho Maseko,45,30,Code 14,Permanent,Gauteng,4.55
630,D000631,Lerato Ngcobo,61,10,Code 10,Permanent,North West,4.58
631,D000632,Nokuthula Mokoena,24,7,Code 10,Permanent,KwaZulu-Natal,5.0
632,D000633,Amanda Maseko,37,17,Code 10,Owner Driver,Limpopo,3.34
633,D000634,Ayanda Zulu,58,14,Code 10,Permanent,Eastern Cape,4.34
634,D000635,Siyabonga Mthembu,45,34,Code 8,Owner Driver,Gauteng,4.83
635,D000636,Bongani Van Wyk,51,26,Code 8,Permanent,Limpopo,4.77
636,D000637,Ayanda Mabena,51,9,Code 10,Contract,Northern Cape,4.15
637,D000638,Nomsa Dlamini,27,28,Code 8,Permanent,North West,4.05
638,D000639,Karabo Mabena,42,28,Code 10,Permanent,Northern Cape,3.35
639,D000640,Sipho Naidoo,47,12,Code 8,Contract,Free State,3.42
640,D000641,Dumisani Nkosi,50,33,Code 10,Contract,Limpopo,4.2
641,D000642,Lwazi Khumalo,62,22,Code 8,Owner Driver,Limpopo,3.83
642,D000643,Lindelwa Mthembu,39,6,Code 14,Permanent,KwaZulu-Natal,4.15
643,D000644,Dumisani Zulu,45,9,Code 10,Permanent,Free State,4.28
644,D000645,Zanele Khumalo,63,30,Code 8,Contract,Northern Cape,4.5
645,D000646,Kabelo Williams,58,8,Code 10,Permanent,Eastern Cape,3.85
646,D000647,Kabelo Ndlovu,52,8,Code 10,Permanent,Gauteng,4.27
647,D000648,Nokuthula Mkhize,41,32,Code 10,Permanent,North West,4.44
648,D000649,Nandi Modise,24,22,Code 14,Permanent,Western Cape,4.88
649,D000650,Dumisani Van Wyk,54,30,Code 10,Owner Driver,North West,3.73
650,D000651,Dumisani Mabena,25,20,Code 8,Permanent,Eastern Cape,3.56
651,D000652,Phumzile Moyo,44,18,Code 10,Owner Driver,Mpumalanga,4.19
652,D000653,Nokuthula Naidoo,55,34,Code 14,Permanent,Western Cape,4.53
653,D000654,Lindelwa Mthembu,62,31,Code 8,Contract,Gauteng,4.52
654,D000655,Sipho Naidoo,25,6,Code 8,Permanent,North West,3.99
655,D000656,Nokuthula Jacobs,44,23,Code 10,Permanent,KwaZulu-Natal,3.95
656,D000657,Mpho Cele,31,3,Code 10,Contract,KwaZulu-Natal,4.28
657,D000658,Busisiwe Khumalo,35,28,Code 10,Contract,Western Cape,4.2
658,D000659,Amanda Ndlovu,37,34,Code 14,Permanent,Gauteng,3.35
659,D000660,Bongani Zulu,59,30,Code 10,Contract,Free State,4.83
660,D000661,Themba Khumalo,42,17,Code 10,Contract,Eastern Cape,4.15
661,D000662,Sipho Jacobs,51,32,Code 10,Permanent,Northern Cape,4.66
662,D000663,Kagiso Adams,53,17,Code 10,Permanent,Eastern Cape,3.96
663,D000664,Nandi Zulu,52,12,Code 10,Contract,Free State,3.51
664,D000665,Dumisani Nkosi,62,30,Code 14,Contract,Northern Cape,3.83
665,D000666,Karabo Pillay,54,17,Code 10,Owner Driver,KwaZulu-Natal,3.64
666,D000667,Sipho Ngcobo,29,19,Code 8,Permanent,Western Cape,4.94
667,D000668,Sibusiso Ndlovu,65,20,Code 14,Contract,Western Cape,3.55
668,D000669,Siyabonga Moyo,34,20,Code 10,Owner Driver,Free State,3.82
669,D000670,Amanda Van Wyk,52,22,Code 14,Permanent,Eastern Cape,4.22
670,D000671,Kabelo Pillay,48,28,Code 10,Contract,North West,3.35
671,D000672,Kagiso Sithole,27,2,Code 8,Owner Driver,North West,4.24
672,D000673,Phumzile Dlamini,32,5,Code 8,Contract,Free State,3.89
673,D000674,Lerato Mabena,42,9,Code 14,Contract,North West,4.25
674,D000675,Tshepo Mokoena,24,12,Code 8,Contract,Mpumalanga,3.29
675,D000676,Dumisani Molefe,53,6,Code 10,Owner Driver,Mpumalanga,4.14
676,D000677,Kabelo Sithole,25,20,Code 8,Permanent,Western Cape,3.87
677,D000678,Nandi Williams,52,1,Code 14,Contract,Western Cape,3.82
678,D000679,Lerato Mokoena,25,19,Code 8,Permanent,Free State,3.83
